H:M:S:MS),Midspain-x,Midspain-y,Midspain-z,AnkleLeft-x,AnkleLeft-y,AnkleLeft-z,AnkleRight-x,AnkleRight-y,AnkleRight-z,ElbowLeft-x,ElbowLeft-y,ElbowLeft-z,ElbowRight-x,ElbowRight-y,ElbowRight-z,FootLeft-x,FootLeft-y,FootLeft-z,FootRight-x,FootRight-y,FootRight-z,HandLeft-x,HandLeft-y,HandLeft-z,HandRight-x,HandRight-y,HandRight-z,HandTipLeft-x,HandTipLeft-y,HandTipLeft-z,HandTipRight-x,HandTipRight-y,HandTipRight-z,Head-x,Head-y,Head-z,HipLeft-x,HipLeft-y,HipLeft-z,HipRight-x,HipRight-y,HipRight-z,KneeLeft-x,KneeLeft-y,KneeLeft-z,KneeRight-x,KneeRight-y,KneeRight-z,Neck-x,Neck-y,Neck-z,ShoulderLeft-x,ShoulderLeft-y,ShoulderLeft-z,ShoulderRight-x,ShoulderRight-y,ShoulderRight-z,SpineBase-x,SpineBase-y,SpineBase-z,SpineShoulder-x,SpineShoulder-y,SpineShoulder-z,ThumbLeft-x,ThumbLeft-y,ThumbLeft-z,ThumbRight-x,ThumbRight-y,ThumbRight-z,WristLeft-x,WristLeft-y,WristLeft-z,WristRight-x,WristRight-y,WristRight-z
0:0:2:133),0.011246159672737122,0.23093516865628771,-0.06166127044707537,-0.04017512872815132,-0.760833740234375,0.1713791787624359,0.05313650146126747,-0.7235108613967896,0.18145889043807983,-0.18404442071914673,0.26638150215148926,-0.07341645658016205,0.25666359066963196,0.21690936386585236,-0.13102275133132935,-0.09997344017028809,-0.8655874729156494,0.05494123324751854,0.03594425693154335,-0.8393645286560059,0.05572311580181122,-0.23738791048526764,0.08003155142068863,-0.2163986712694168,0.23991522192955017,0.024945642799139023,-0.23036710917949677,-0.23766006529331207,0.004593252204358578,-0.28088754415512085,0.21352560818195343,-0.029361765831708908,-0.28594884276390076,-0.008719302713871002,0.6148838400840759,-0.3425242602825165,-0.11366123706102371,0.0015414522495120764,0.017160505056381226,0.11400850862264633,-0.0007749468786641955,-0.01585911586880684,-0.05600845441222191,-0.420192152261734,0.009336812421679497,0.07468263059854507,-0.39247027039527893,0.010809201747179031,0.022318683564662933,0.4614870846271515,-0.12397323548793793,-0.14435429871082306,0.47127068042755127,-0.08862639963626862,0.18899166584014893,0.4517034888267517,-0.15932007133960724,0.00017363578081130981,0.0003832526854239404,0.0006506945937871933,0.022318683564662933,0.4614870846271515,-0.12397323548793793,-0.22943033277988434,0.06522763520479202,-0.23146861791610718,0.2249317318201065,0.01698121428489685,-0.24460630118846893,-0.23738791048526764,0.08003155142068863,-0.2163986712694168,0.23991522192955017,0.024945642799139023,-0.23036710917949677
0:0:2:166),0.011098535731434822,0.22670704274787568,-0.07261007046326995,-0.04456736892461777,-0.7590019106864929,0.15282277762889862,0.062114980071783066,-0.7244760394096375,0.12690645456314087,-0.1865612119436264,0.2659173905849457,-0.09310093522071838,0.2579003870487213,0.20903080701828003,-0.1391829401254654,-0.10310950130224228,-0.8627386093139648,0.034182559698820114,0.04439306631684303,-0.8395401239395142,-0.009477638639509678,-0.2473025619983673,0.07894433289766312,-0.22523260116577148,0.263725608587265,0.016917848959565163,-0.2260189950466156,-0.25123274326324463,0.0034121149219572544,-0.28785189986228943,0.24726258218288422,-0.03754595294594765,-0.2798462212085724,-0.007315352093428373,0.6136954426765442,-0.3693045973777771,-0.11306601762771606,0.0015301222447305918,0.018278973177075386,0.11342970281839371,-0.0007654185174033046,-0.016974344849586487,-0.058050889521837234,-0.4168882966041565,0.010442635975778103,0.0712987557053566,-0.3898797631263733,-0.013917334377765656,0.022015228867530823,0.4530317336320877,-0.14587245509028435,-0.14445465803146362,0.4680942893028259,-0.11398867517709732,0.18848511576652527,0.4379691779613495,-0.17775623500347137,0.0001818425953388214,0.0003823518636636436,0.0006523141637444496,0.022015228867530823,0.4530317336320877,-0.14587245509028435,-0.24026784300804138,0.06389990448951721,-0.24001628160476685,0.2509082555770874,0.008905583061277866,-0.24013730883598328,-0.2473025619983673,0.07894433289766312,-0.22523260116577148,0.263725608587265,0.016917848959565163,-0.2260189950466156
0:0:2:200),0.010891053825616837,0.22682648841873743,-0.07402569940313697,-0.06412191689014435,-0.758256196975708,0.16253246366977692,0.04559371620416641,-0.7271985411643982,0.12795695662498474,-0.20257805287837982,0.2665329873561859,-0.096894770860672,0.2608185410499573,0.20812052488327026,-0.133798286318779,-0.10751399397850037,-0.858008623123169,0.04502781108021736,0.04277140647172928,-0.8408728837966919,0.0038686569314450026,-0.26014646887779236,0.07278849184513092,-0.2241811901330948,0.29105761647224426,-0.002869024407118559,-0.21505461633205414,-0.2604292333126068,-0.01011129841208458,-0.2861628234386444,0.2821633219718933,-0.07043764740228653,-0.2684724032878876,-0.0062540010549128056,0.6157554388046265,-0.3686123490333557,-0.11325214803218842,0.0016472412971779704,0.014910761266946793,0.11362963914871216,-0.0008960163686424494,-0.013646462932229042,-0.06365824490785599,-0.4117404520511627,0.011201470158994198,0.05157263204455376,-0.39065805077552795,-0.006093094125390053,0.021593362092971802,0.4532773643732071,-0.1486835479736328,-0.14534534513950348,0.46841612458229065,-0.12148809432983398,0.18853206932544708,0.43813860416412354,-0.17587900161743164,0.00018874555826187134,0.0003756124642677605,0.0006321491673588753,0.021593362092971802,0.4532773643732071,-0.1486835479736328,-0.2520039677619934,0.05531990900635719,-0.23868930339813232,0.27963170409202576,-0.015174470841884613,-0.2306334376335144,-0.26014646887779236,0.07278849184513092,-0.2241811901330948,0.29105761647224426,-0.002869024407118559,-0.21505461633205414
0:0:2:233),0.011650867760181427,0.22566716722212732,-0.08217200660146773,-0.07582813501358032,-0.7531765103340149,0.16690193116664886,0.024725671857595444,-0.727561891078949,0.1324773132801056,-0.20179468393325806,0.2539963126182556,-0.11395622044801712,0.2622290551662445,0.20535992085933685,-0.13761408627033234,-0.11952206492424011,-0.8460936546325684,0.04957365244626999,0.03971404954791069,-0.8402180075645447,0.00671793706715107,-0.2611209750175476,0.02740515023469925,-0.2188684493303299,0.3058091104030609,-0.01845349743962288,-0.21468091011047363,-0.26304206252098083,-0.06621919572353363,-0.2765476703643799,0.2991722822189331,-0.09254255145788193,-0.2676932215690613,0.0035719985608011484,0.6155726313591003,-0.3747289776802063,-0.11338219046592712,0.001822380698285997,0.010428395122289658,0.11375470459461212,-0.0010873520513996482,-0.009167042560875416,-0.06627251952886581,-0.40382120013237,0.014840278774499893,0.0493275485932827,-0.3908832371234894,0.008795468136668205,0.023115478456020355,0.45096682012081146,-0.16497468948364258,-0.1456529051065445,0.4657708704471588,-0.1477300226688385,0.1918838620185852,0.4361627697944641,-0.18221935629844666,0.00018625706434249878,0.00036751432344317436,0.0006306762807071209,0.023115478456020355,0.45096682012081146,-0.16497468948364258,-0.25293055176734924,0.005639159586280584,-0.23231053352355957,0.29481056332588196,-0.034046608954668045,-0.2303362488746643,-0.2611209750175476,0.02740515023469925,-0.2188684493303299,0.3058091104030609,-0.01845349743962288,-0.21468091011047363
0:0:2:266),0.017086347565054893,0.21905837405938655,-0.09978094906546175,-0.08507338166236877,-0.6910111308097839,0.27633318305015564,0.009876950643956661,-0.7265997529029846,0.13928121328353882,-0.18880166113376617,0.23995807766914368,-0.14057455956935883,0.26130256056785583,0.18638639152050018,-0.18035629391670227,-0.14373965561389923,-0.7926194667816162,0.18143291771411896,0.011367583647370338,-0.8401646018028259,0.014246582984924316,-0.2588581442832947,0.0063623832538723946,-0.22902131080627441,0.30243802070617676,-0.04985296353697777,-0.2500907778739929,-0.257060706615448,-0.08708257973194122,-0.2861132025718689,0.29658862948417664,-0.12592186033725739,-0.3008365035057068,0.015719568356871605,0.6064374446868896,-0.4077826738357544,-0.11330589652061462,0.005107811186462641,0.012096619233489037,0.11367566138505936,-0.004358572885394096,-0.010789274238049984,-0.07361593097448349,-0.3887806832790375,0.05258280038833618,0.043453384190797806,-0.3909892439842224,0.005407416261732578,0.03398781269788742,0.43774212896823883,-0.20021557062864304,-0.13529625535011292,0.45530107617378235,-0.17783226072788239,0.20327188074588776,0.4201831817626953,-0.2225988805294037,0.00018488243222236633,0.0003746191505342722,0.0006536724977195263,0.03398781269788742,0.43774212896823883,-0.20021557062864304,-0.24978026747703552,-0.015763549134135246,-0.2427087128162384,0.29120221734046936,-0.0668812096118927,-0.26523512601852417,-0.2588581442832947,0.0063623832538723946,-0.22902131080627441,0.30243802070617676,-0.04985296353697777,-0.2500907778739929
0:0:2:299),0.016978228464722633,0.218982475111261,-0.09751804545521736,-0.11071064323186874,-0.676210880279541,0.31769710779190063,-0.0122893787920475,-0.725136935710907,0.1480061560869217,-0.18455639481544495,0.23190465569496155,-0.13453641533851624,0.24478033185005188,0.18233992159366608,-0.1717819720506668,-0.17256201803684235,-0.7815160751342773,0.23082026839256287,-0.005370110273361206,-0.8401045203208923,0.02781214565038681,-0.25719594955444336,-0.002548144431784749,-0.22744274139404297,0.2774845361709595,-0.04991962015628815,-0.2447671890258789,-0.2540239989757538,-0.09515275061130524,-0.2842376232147217,0.2693849503993988,-0.12326697260141373,-0.2966121435165405,0.018586521968245506,0.6031723022460938,-0.4044722318649292,-0.11339858174324036,0.006281065288931131,0.012252219952642918,0.11376408487558365,-0.005498507525771856,-0.010928207077085972,-0.08145058900117874,-0.38882866501808167,0.07869208604097366,0.042659517377614975,-0.39098620414733887,0.005160114262253046,0.03377370536327362,0.4375736713409424,-0.1956980973482132,-0.13559596240520477,0.453543096780777,-0.1735055148601532,0.20314337313175201,0.4216042459011078,-0.2178906798362732,0.00018275156617164612,0.00039127888157963753,0.0006620064377784729,0.03377370536327362,0.4375736713409424,-0.1956980973482132,-0.2490386813879013,-0.023768771439790726,-0.24112406373023987,0.26517370343208313,-0.06535487622022629,-0.2596607506275177,-0.25719594955444336,-0.002548144431784749,-0.22744274139404297,0.2774845361709595,-0.04991962015628815,-0.2447671890258789
0:0:2:333),0.015225844457745552,0.22141193796414882,-0.08885345421731472,-0.1249607652425766,-0.6760768294334412,0.2973545789718628,-0.028833331540226936,-0.725778341293335,0.1925172209739685,-0.18400982022285461,0.23377439379692078,-0.11057930439710617,0.22120051085948944,0.1831785887479782,-0.14613521099090576,-0.18099190294742584,-0.7765011191368103,0.2046322226524353,-0.01757165603339672,-0.839581310749054,0.07557043433189392,-0.25489673018455505,0.0066057536751031876,-0.19272297620773315,0.2208649069070816,-0.03386106714606285,-0.23055267333984375,-0.25294673442840576,-0.08252124488353729,-0.2459881603717804,0.19873587787151337,-0.10022667795419693,-0.2814638316631317,0.01656998135149479,0.6058006882667542,-0.3855164349079132,-0.11363957822322845,0.006549459882080555,0.009451519697904587,0.11399876326322556,-0.005758081097155809,-0.008118335157632828,-0.08119206875562668,-0.39007800817489624,0.06910660862922668,0.040798407047986984,-0.39429670572280884,0.016186902299523354,0.030272096395492554,0.44242818653583527,-0.17837350070476532,-0.13680113852024078,0.45623791217803955,-0.16389693319797516,0.1973453313112259,0.428618460893631,-0.19285006821155548,0.00017959251999855042,0.0003956893924623728,0.0006665922701358795,0.030272096395492554,0.44242818653583527,-0.17837350070476532,-0.2477259337902069,-0.013070696033537388,-0.20474188029766083,0.20665249228477478,-0.04631263390183449,-0.24504715204238892,-0.25489673018455505,0.0066057536751031876,-0.19272297620773315,0.2208649069070816,-0.03386106714606285,-0.23055267333984375
0:0:2:366),0.009655889123678207,0.2282318895449862,-0.06698082981165498,-0.13560187816619873,-0.6702108979225159,0.2810046374797821,-0.047656647861003876,-0.7256504893302917,0.2094152569770813,-0.18754330277442932,0.23783057928085327,-0.07944992929697037,0.21183326840400696,0.19704769551753998,-0.12265747040510178,-0.19180363416671753,-0.7762272953987122,0.18342231214046478,-0.026538508012890816,-0.83469158411026,0.09917546808719635,-0.2541184425354004,0.01879669353365898,-0.1626354455947876,0.1704781949520111,0.019429640844464302,-0.23057684302330017,-0.25235840678215027,-0.06127780303359032,-0.21380072832107544,0.12877604365348816,-0.026186924427747726,-0.2813211977481842,0.003766115987673402,0.6146625876426697,-0.3375536799430847,-0.11364661902189255,0.006521220318973064,0.001236788579262793,0.11400283128023148,-0.00573266064748168,7.530942093580961e-05,-0.0763549730181694,-0.3907182514667511,0.0371316634118557,0.03237965330481529,-0.3963029980659485,0.02993631921708584,0.01913367211818695,0.4560694992542267,-0.13461770862340927,-0.14688825607299805,0.4665352702140808,-0.127567857503891,0.18515560030937195,0.44560372829437256,-0.14166755974292755,0.0001781061291694641,0.00039427983574569225,0.0006560490000993013,0.01913367211818695,0.4560694992542267,-0.13461770862340927,-0.24641387164592743,0.002954956144094467,-0.17318126559257507,0.15214557945728302,0.014084733091294765,-0.2445269078016281,-0.2541184425354004,0.01879669353365898,-0.1626354455947876,0.1704781949520111,0.019429640844464302,-0.23057684302330017
0:0:2:399),0.006307132542133331,0.2281668874202296,-0.06713311273779254,-0.12444159388542175,-0.7196537852287292,0.10828638821840286,-0.03879714757204056,-0.7281672954559326,0.14248405396938324,-0.18761742115020752,0.23827522993087769,-0.07885164767503738,0.21619389951229095,0.1971147656440735,-0.1388477087020874,-0.1706516295671463,-0.8129518032073975,-0.014485304243862629,-0.020452558994293213,-0.8347957730293274,0.023580582812428474,-0.23963560163974762,0.028482478111982346,-0.16949664056301117,0.15817658603191376,0.03064088523387909,-0.26805299520492554,-0.2379528135061264,-0.04469463974237442,-0.2217523604631424,0.10772109776735306,-0.007499664556235075,-0.31808891892433167,-0.0059588877484202385,0.6143614053726196,-0.3421685993671417,-0.11365169286727905,0.006011298857629299,0.0007215787773020566,0.11400635540485382,-0.00523851765319705,0.0006036302074790001,-0.07216357439756393,-0.3945135772228241,-0.028951745480298996,0.03949807211756706,-0.39625313878059387,0.020485926419496536,0.012436933815479279,0.4559473842382431,-0.13492882996797562,-0.15065620839595795,0.4665262997150421,-0.12225212156772614,0.1755300760269165,0.4453684687614441,-0.1476055383682251,0.00017733126878738403,0.00038639060221612453,0.0006626044923905283,0.012436933815479279,0.4559473842382431,-0.13492882996797562,-0.23233246803283691,0.014984297566115856,-0.18064679205417633,0.1376011073589325,0.027319177985191345,-0.2794102728366852,-0.23963560163974762,0.028482478111982346,-0.16949664056301117,0.15817658603191376,0.03064088523387909,-0.26805299520492554
0:0:2:433),0.003707345575094223,0.22606740426272154,-0.06817721961124334,-0.12013298273086548,-0.7383390069007874,0.066514752805233,-0.03534485772252083,-0.7280819416046143,0.09203770756721497,-0.19064472615718842,0.23540274798870087,-0.08146853744983673,0.22533394396305084,0.197172150015831,-0.17524278163909912,-0.1638079583644867,-0.8307650089263916,-0.06926602125167847,-0.019382771104574203,-0.8348299264907837,-0.03670262545347214,-0.23921652138233185,0.028633978217840195,-0.17519281804561615,0.1766103357076645,0.03857998177409172,-0.3312564194202423,-0.2378157675266266,-0.04473056271672249,-0.22800999879837036,0.13022875785827637,0.002392687601968646,-0.3837711215019226,-0.01361579168587923,0.6141294240951538,-0.3437163829803467,-0.1138075590133667,0.00572725385427475,0.0010985274566337466,0.11415457725524902,-0.004966985434293747,0.00022935919696465135,-0.07261121273040771,-0.39576879143714905,-0.04908172786235809,0.04844530671834946,-0.393396258354187,-0.01986411027610302,0.007241182029247284,0.4517546743154526,-0.1370183825492859,-0.15735265612602234,0.4612968862056732,-0.12365183234214783,0.1718350201845169,0.44221246242523193,-0.15038493275642395,0.0001735091209411621,0.0003801342099905014,0.000663943326799199,0.007241182029247284,0.4517546743154526,-0.1370183825492859,-0.23183895647525787,0.014866530895233154,-0.18669824302196503,0.15674129128456116,0.03547782450914383,-0.34236449003219604,-0.23921652138233185,0.028633978217840195,-0.17519281804561615,0.1766103357076645,0.03857998177409172,-0.3312564194202423
0:0:2:466),0.0030523110181093216,0.22249867662321776,-0.07050118176266551,-0.11726952344179153,-0.7366260886192322,0.11204911768436432,-0.03232772648334503,-0.7188199758529663,0.12534724175930023,-0.1904800683259964,0.2320314645767212,-0.08305004239082336,0.23825658857822418,0.20341865718364716,-0.11192761361598969,-0.15261201560497284,-0.8339579701423645,-0.012574713677167892,-0.017367307096719742,-0.8334173560142517,0.00412393594160676,-0.23671257495880127,0.02532784640789032,-0.1669018268585205,0.22344636917114258,0.031934190541505814,-0.14612294733524323,-0.23552630841732025,-0.048390746116638184,-0.2181752473115921,0.1966826319694519,-0.011426994577050209,-0.18022477626800537,-0.02025645039975643,0.6145779490470886,-0.34707117080688477,-0.11386999487876892,0.005148245953023434,0.000743977609090507,0.11424116045236588,-0.004446107428520918,0.0004923288943246007,-0.0729941874742508,-0.39775463938713074,-0.0487806499004364,0.060118719935417175,-0.39184296131134033,-0.016440430656075478,0.005919039249420166,0.44464628398418427,-0.14162051677703857,-0.1595521867275238,0.45062392950057983,-0.13094894587993622,0.17139026522636414,0.4386686384677887,-0.15229208767414093,0.00018558278679847717,0.0003510692622512579,0.0006181532517075539,0.005919039249420166,0.44464628398418427,-0.14162051677703857,-0.22924478352069855,0.010876886546611786,-0.17810863256454468,0.20926374197006226,0.026678169146180153,-0.15685084462165833,-0.23671257495880127,0.02532784640789032,-0.1669018268585205,0.22344636917114258,0.031934190541505814,-0.14612294733524323
0:0:2:500),-6.7930668592453e-06,0.22151510324329138,-0.0723755981598515,-0.10045761615037918,-0.723422646522522,0.08852305263280869,-0.02134978026151657,-0.6930334568023682,0.21589025855064392,-0.19362549483776093,0.23031680285930634,-0.08332294970750809,0.24199974536895752,0.20372368395328522,-0.11646132171154022,-0.1341310441493988,-0.8203996419906616,-0.029799068346619606,-0.013076742179691792,-0.8148167133331299,0.11295866221189499,-0.24307428300380707,0.025897961109876633,-0.1709279865026474,0.2585098445415497,0.006007486954331398,-0.17362584173679352,-0.2467021942138672,-0.04833560064435005,-0.22334198653697968,0.24327506124973297,-0.05648138001561165,-0.21488574147224426,-0.03159017115831375,0.6156136393547058,-0.3478892743587494,-0.11403500288724899,0.003995080944150686,0.000867853406816721,0.11440551280975342,-0.0033261715434491634,0.0003664888208732009,-0.07294593751430511,-0.39095646142959595,-0.06856638938188553,0.06103032827377319,-0.3868311643600464,-0.0013075554743409157,-0.00019884109497070312,0.442695751786232,-0.14536836743354797,-0.16859300434589386,0.44693800806999207,-0.13250578939914703,0.16819532215595245,0.4384534955024719,-0.1582309454679489,0.00018525496125221252,0.0003344547003507614,0.0006171711138449609,-0.00019884109497070312,0.442695751786232,-0.14536836743354797,-0.2364899069070816,0.011212838813662529,-0.1824379712343216,0.24547649919986725,-0.00584607245400548,-0.18578721582889557,-0.24307428300380707,0.025897961109876633,-0.1709279865026474,0.2585098445415497,0.006007486954331398,-0.17362584173679352
0:0:2:533),-0.0008553136140108109,0.22120999521575868,-0.0792333735153079,-0.08827520906925201,-0.7300265431404114,0.15233279764652252,0.004096432123333216,-0.5701115131378174,0.2698292136192322,-0.19987066090106964,0.22747604548931122,-0.08444839715957642,0.24751731753349304,0.20466268062591553,-0.14152637124061584,-0.12758073210716248,-0.8557019233703613,0.05208402872085571,0.008555020205676556,-0.7090308666229248,0.21615122258663177,-0.2642791271209717,0.015349101275205612,-0.17673589289188385,0.29203078150749207,-0.01786254532635212,-0.19246751070022583,-0.27321699261665344,-0.06453197449445724,-0.23286977410316467,0.2842482626438141,-0.09191318601369858,-0.23656567931175232,-0.04002301022410393,0.6110003590583801,-0.36541587114334106,-0.114103302359581,0.0029436214827001095,0.009518220089375973,0.11447513848543167,-0.002316372934728861,-0.008257160894572735,-0.07567853480577469,-0.4032116234302521,-0.019105592742562294,0.060839515179395676,-0.3554783761501312,-0.01610298454761505,-0.0018965452909469604,0.44210636615753174,-0.15909727662801743,-0.17266814410686493,0.4459448754787445,-0.13340823352336884,0.168875053524971,0.43826785683631897,-0.18478631973266602,0.00018591806292533875,0.0003136242739856243,0.000630529597401619,-0.0018965452909469604,0.44210636615753174,-0.15909727662801743,-0.2580561339855194,-0.0013443409698083997,-0.1894007921218872,0.2809392213821411,-0.03525177016854286,-0.20895084738731384,-0.2642791271209717,0.015349101275205612,-0.17673589289188385,0.29203078150749207,-0.01786254532635212,-0.19246751070022583
0:0:2:566),-0.00039203837513923645,0.22132150508696213,-0.08329427964054048,-0.06753939390182495,-0.727278470993042,0.13651667535305023,0.025308191776275635,-0.5637401938438416,0.42395293712615967,-0.20185577869415283,0.2264888733625412,-0.09543777257204056,0.24820995330810547,0.20536427199840546,-0.14150069653987885,-0.10136045515537262,-0.850587785243988,0.03395406901836395,0.03472467139363289,-0.7056621313095093,0.37765976786613464,-0.26163148880004883,0.008888037875294685,-0.1907213032245636,0.28473302721977234,-0.02690761908888817,-0.1983596831560135,-0.2677973508834839,-0.07246393710374832,-0.24867738783359528,0.2715436518192291,-0.09946602582931519,-0.23916220664978027,-0.03699648007750511,0.6015609502792358,-0.3813709616661072,-0.11430186033248901,0.0015023464802652597,0.009427235461771488,0.11465512216091156,-0.0009295884519815445,-0.008162647485733032,-0.06353665143251419,-0.40149107575416565,-0.034569378942251205,0.05629371851682663,-0.3598531186580658,0.05635852739214897,-0.0009607076644897461,0.4423566311597824,-0.1672208532691002,-0.17345039546489716,0.44574519991874695,-0.1413148194551468,0.17152898013591766,0.43896806240081787,-0.1931268870830536,0.0001766309142112732,0.0002863790141418576,0.000632293988019228,-0.0009607076644897461,0.4423566311597824,-0.1672208532691002,-0.2544131278991699,-0.008092022500932217,-0.20283064246177673,0.272138386964798,-0.044504564255476,-0.21307508647441864,-0.26163148880004883,0.008888037875294685,-0.1907213032245636,0.28473302721977234,-0.02690761908888817,-0.1983596831560135
0:0:2:600),0.0030271559953689575,0.22369327019987395,-0.07847285130992532,-0.052684467285871506,-0.7261228561401367,0.16730909049510956,0.0440925769507885,-0.582693874835968,0.3538186252117157,-0.19621653854846954,0.22675026953220367,-0.08328940719366074,0.24405981600284576,0.2076883167028427,-0.12930038571357727,-0.08130399882793427,-0.8480457663536072,0.06995425373315811,0.048482246696949005,-0.7170374393463135,0.3006177246570587,-0.2471126914024353,0.009106040000915527,-0.1874632090330124,0.2700853943824768,-0.02187783643603325,-0.2023269534111023,-0.24564000964164734,-0.07188723236322403,-0.24725089967250824,0.26140302419662476,-0.09498521685600281,-0.24146407842636108,-0.027458446100354195,0.6009605526924133,-0.3777101933956146,-0.11481574177742004,0.0008054828504100442,0.00938562210649252,0.11514584720134735,-0.00022313071531243622,-0.008118883706629276,-0.05845259875059128,-0.40472641587257385,-0.030137497931718826,0.07724985480308533,-0.3627665042877197,0.02546806074678898,0.0058892592787742615,0.4470953643321991,-0.15757907181978226,-0.16726170480251312,0.44866693019866943,-0.13204684853553772,0.17904022336006165,0.44552379846572876,-0.1831112951040268,0.00016505271196365356,0.000291176067548804,0.0006333691999316216,0.0058892592787742615,0.4470953643321991,-0.15757907181978226,-0.23792292177677155,-0.007170144002884626,-0.19997428357601166,0.2587244212627411,-0.04029938578605652,-0.21665917336940765,-0.2471126914024353,0.009106040000915527,-0.1874632090330124,0.2700853943824768,-0.02187783643603325,-0.2023269534111023
0:0:2:633),0.008575666695833206,0.2295953344728332,-0.06468270684126765,-0.044116467237472534,-0.7171499133110046,0.18586304783821106,0.050137586891651154,-0.6040375232696533,0.2788543701171875,-0.18883274495601654,0.23408067226409912,-0.06439276039600372,0.24140723049640656,0.2236269861459732,-0.102349653840065,-0.07752726227045059,-0.8474340438842773,0.08881137520074844,0.055411629378795624,-0.7327477931976318,0.2436302751302719,-0.22559233009815216,0.011839753948152065,-0.18086430430412292,0.24220509827136993,0.0089211231097579,-0.1923626810312271,-0.2195417582988739,-0.0689634382724762,-0.24110974371433258,0.2230720967054367,-0.057190004736185074,-0.24068894982337952,-0.016445938497781754,0.6067823767662048,-0.3446922302246094,-0.11532796174287796,0.0006482690223492682,0.008651693351566792,0.11563404649496078,-6.422837032005191e-05,-0.0073801386170089245,-0.05878157168626785,-0.40472927689552307,-0.028509696945548058,0.10637445747852325,-0.36173999309539795,-0.04072412848472595,0.016998291015625,0.4588986486196518,-0.13000119104981422,-0.1550920605659485,0.4595239758491516,-0.10699454694986343,0.1890886425971985,0.458273321390152,-0.15300783514976501,0.00015304237604141235,0.00029202032601460814,0.0006357773672789335,0.016998291015625,0.4588986486196518,-0.13000119104981422,-0.215228870511055,-0.0033001150004565716,-0.19367174804210663,0.2290206253528595,-0.005078332033008337,-0.2071353644132614,-0.22559233009815216,0.011839753948152065,-0.18086430430412292,0.24220509827136993,0.0089211231097579,-0.1923626810312271
0:0:2:666),0.012394998222589493,0.2265627060769475,-0.06776049453765154,-0.03566531464457512,-0.7369654178619385,0.14397795498371124,0.06170845031738281,-0.6598164439201355,0.062178414314985275,-0.18102037906646729,0.23412884771823883,-0.06075803190469742,0.23680946230888367,0.2152680605649948,-0.10510852932929993,-0.0771905854344368,-0.8571880459785461,0.02952282689511776,0.05183415114879608,-0.788490891456604,-0.06976873427629471,-0.21546290814876556,0.012942497618496418,-0.1626969426870346,0.23852504789829254,0.008192111738026142,-0.19459417462348938,-0.20943407714366913,-0.0683237761259079,-0.219763845205307,0.2218075692653656,-0.05665619298815727,-0.24808046221733093,-0.0026251531671732664,0.6013582944869995,-0.35686060786247253,-0.11510355770587921,-0.00024046105681918561,0.0165849719196558,0.11538299918174744,0.0008421299862675369,-0.015130957588553429,-0.05690508708357811,-0.40958473086357117,-0.027036068961024284,0.09361889213323593,-0.3593820035457611,-0.10066106915473938,0.024650275707244873,0.45282457768917084,-0.13624799624085426,-0.14233744144439697,0.45706745982170105,-0.10901949554681778,0.19163799285888672,0.4485816955566406,-0.16347649693489075,0.00013972073793411255,0.00030083446472417563,0.0007270071655511856,0.024650275707244873,0.45282457768917084,-0.13624799624085426,-0.2057090550661087,-0.002766720484942198,-0.1764887422323227,0.2259845733642578,-0.005507924128323793,-0.20858684182167053,-0.21546290814876556,0.012942497618496418,-0.1626969426870346,0.23852504789829254,0.008192111738026142,-0.19459417462348938
0:0:2:700),0.017086515203118324,0.22886310786998365,-0.06155007425695658,-0.03410130739212036,-0.7415037155151367,0.1698509156703949,0.09334205836057663,-0.6975114345550537,0.128752201795578,-0.18141016364097595,0.2550610303878784,-0.03108813986182213,0.23686356842517853,0.21509909629821777,-0.09682748466730118,-0.07832551002502441,-0.8559787273406982,0.04991965368390083,0.06262651085853577,-0.8187119364738464,0.003995505161583424,-0.2169308364391327,0.038672588765621185,-0.12365443259477615,0.23948167264461517,0.011277507990598679,-0.18177731335163116,-0.21298380196094513,-0.045325782150030136,-0.1785673201084137,0.22642526030540466,-0.050537869334220886,-0.23775233328342438,0.023433877155184746,0.6062355637550354,-0.33878275752067566,-0.11468349397182465,-0.0003037936403416097,0.01905885897576809,0.11498694866895676,0.0009034867398440838,-0.017694571986794472,-0.05612387880682945,-0.4099288582801819,-0.0016468375688418746,0.09069376438856125,-0.367056280374527,-0.07377351820468903,0.03402130305767059,0.45742636919021606,-0.12378229200839996,-0.1333778351545334,0.46630731225013733,-0.0928698182106018,0.20142044126987457,0.4485454261302948,-0.15469476580619812,0.0001517273485660553,0.00029984654975123703,0.0006821434944868088,0.03402130305767059,0.45742636919021606,-0.12378229200839996,-0.2077389508485794,0.022463621571660042,-0.13705939054489136,0.22822439670562744,5.317620889400132e-05,-0.1971425712108612,-0.2169308364391327,0.038672588765621185,-0.12365443259477615,0.23948167264461517,0.011277507990598679,-0.18177731335163116
